location,size,total_sqft,bath,price,bhk,price_per_sqft
Howrah,2 BHK,1385.0,2.0,65.0,2,4693.140794223827
Howrah,4 BHK,3200.0,4.0,224.0,4,7000.0
Howrah,3 BHK,1400.0,3.0,35.0,3,2500.0
Howrah,3 BHK,1532.0,3.0,98.13,3,6405.352480417754
Howrah,2 BHK,1230.0,2.0,65.0,2,5284.552845528456
Howrah,2 BHK,900.0,2.0,41.0,2,4555.555555555556
Howrah,2 BHK,1309.0,2.0,64.39,2,4919.022154316272
Howrah,2 BHK,1200.0,2.0,42.6,2,3550.0
Howrah,2 BHK,1250.0,2.0,60.0,2,4800.0
Howrah,2 BHK,1050.0,2.0,65.0,2,6190.476190476191
Howrah,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
Howrah,3 BHK,1617.5,3.0,73.595,3,4549.922720247295
Howrah,3 BHK,1033.0,2.0,31.5,3,3049.3707647628266
Howrah,3 BHK,1200.0,2.0,66.5,3,5541.666666666667
Howrah,2 BHK,1199.0,2.0,86.0,2,7172.643869891576
Howrah,2 BHK,924.0,2.0,76.23,2,8250.0
Howrah,1 BHK,500.0,1.0,17.0,1,3400.0
Howrah,3 BHK,2145.0,3.0,125.0,3,5827.505827505827
Howrah,4 BHK,3940.0,4.0,220.0,4,5583.756345177665
Howrah,2 BHK,1180.0,2.0,58.0,2,4915.254237288135
Howrah,2 BHK,1014.0,2.0,35.0,2,3451.6765285996057
Howrah,2 BHK,695.0,1.0,25.0,2,3597.122302158273
Howrah,3 Bedroom,2273.0,4.0,220.0,3,9678.838539375274
Howrah,2 BHK,905.0,2.0,40.0,2,4419.889502762431
Howrah,4 BHK,2010.0,3.0,125.0,4,6218.905472636816
Howrah,2 BHK,1200.0,2.0,78.0,2,6500.0
Howrah,3 BHK,1732.0,3.0,85.73,3,4949.769053117783
Howrah,2 BHK,1290.0,2.0,80.0,2,6201.550387596899
Howrah,3 BHK,1840.0,3.0,85.0,3,4619.565217391304
Howrah,3 BHK,1655.0,3.0,113.0,3,6827.794561933535
Howrah,4 BHK,2805.0,5.0,160.0,4,5704.0998217468805
Howrah,3 BHK,1275.0,3.0,59.0,3,4627.450980392156
Howrah,2 BHK,1063.0,2.0,58.0,2,5456.255879586077
Howrah,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
Howrah,3 BHK,2100.0,4.0,145.0,3,6904.761904761905
Howrah,2 BHK,1070.0,2.0,58.0,2,5420.560747663551
Howrah,3 BHK,1280.0,3.0,57.6,3,4500.0
Howrah,2 BHK,1210.0,2.0,54.0,2,4462.809917355372
Howrah,2 BHK,800.0,2.0,40.0,2,5000.0
Howrah,2 BHK,1000.0,2.0,44.5,2,4450.0
Howrah,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
Howrah,6 Bedroom,1800.0,3.0,105.0,6,5833.333333333333
Howrah,2 BHK,708.0,1.0,55.0,2,7768.3615819209035
Howrah,2 BHK,990.0,2.0,58.0,2,5858.585858585859
Howrah,2 BHK,1070.0,2.0,52.0,2,4859.813084112149
Howrah,3 BHK,1484.0,3.0,79.19,3,5336.253369272237
Howrah,3 BHK,1595.0,2.0,75.0,3,4702.194357366771
Howrah,3 BHK,2480.0,3.0,245.0,3,9879.032258064517
Howrah,3 BHK,1605.0,3.0,105.0,3,6542.056074766355
Howrah,2 BHK,1290.0,2.0,73.0,2,5658.914728682171
Howrah,3 BHK,1425.0,2.0,47.0,3,3298.245614035088
Howrah,3 BHK,1455.0,2.0,55.0,3,3780.0687285223366
Howrah,1 BHK,550.0,1.0,23.0,1,4181.818181818182
Howrah,2 BHK,1060.0,2.0,53.0,2,5000.0
Howrah,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Howrah,2 BHK,1165.0,2.0,33.64,2,2887.5536480686696
Howrah,2 BHK,919.0,2.0,34.0,2,3699.6735582154515
Howrah,4 Bedroom,2100.0,4.0,90.0,4,4285.714285714285
Howrah,2 BHK,1000.0,2.0,42.0,2,4200.0
Howrah,3 BHK,1852.0,3.0,130.0,3,7019.438444924406
Howrah,4 Bedroom,4000.0,4.0,380.0,4,9500.0
Howrah,2 BHK,1300.0,2.0,60.0,2,4615.384615384615
Howrah,2 BHK,1261.0,2.0,61.0,2,4837.430610626487
Howrah,2 BHK,700.0,2.0,33.0,2,4714.285714285715
Howrah,2 BHK,1194.0,2.0,65.0,2,5443.886097152429
Howrah,2 Bedroom,1200.0,2.0,75.0,2,6250.0
Howrah,3 BHK,1405.0,3.0,48.87,3,3478.291814946619
Howrah,2 BHK,1035.0,2.0,39.33,2,3800.0
Howrah,2 BHK,1065.0,2.0,40.47,2,3800.0
Howrah,3 BHK,1532.5,3.0,84.29,3,5500.163132137031
Howrah,3 BHK,1495.0,2.0,67.0,3,4481.605351170569
Howrah,3 BHK,2172.0,3.0,76.02,3,3500.0
Howrah,2 Bedroom,1200.0,1.0,95.0,2,7916.666666666667
Howrah,2 BHK,1060.0,2.0,37.0,2,3490.566037735849
Howrah,2 BHK,1100.0,2.0,61.0,2,5545.454545454545
Howrah,3 BHK,1826.0,3.0,130.0,3,7119.386637458927
Howrah,2 BHK,1355.0,2.0,73.0,2,5387.453874538745
Howrah,3 BHK,1250.0,3.0,50.0,3,4000.0
Howrah,2 BHK,1206.0,2.0,53.0,2,4394.69320066335
Howrah,1 BHK,583.0,1.0,26.9,1,4614.065180102916
Howrah,3 BHK,1255.0,2.0,90.0,3,7171.314741035857
Howrah,2 BHK,1220.0,2.0,88.0,2,7213.11475409836
Howrah,2 BHK,750.0,2.0,35.5,2,4733.333333333333
Howrah,2 BHK,1056.0,2.0,68.0,2,6439.393939393939
Howrah,3 BHK,2108.0,3.0,85.0,3,4032.2580645161293
Howrah,2 BHK,1190.0,2.0,70.0,2,5882.35294117647
Howrah,2 BHK,900.0,2.0,41.0,2,4555.555555555556
Howrah,4 BHK,2690.0,4.0,185.0,4,6877.323420074349
Howrah,2 BHK,1340.0,2.0,65.0,2,4850.746268656716
Howrah,2 BHK,1102.0,2.0,52.0,2,4718.693284936479
Howrah,2 Bedroom,1290.0,1.0,77.5,2,6007.751937984496
Howrah,2 BHK,1150.0,2.0,48.0,2,4173.913043478261
Howrah,2 BHK,1065.0,2.0,45.0,2,4225.352112676056
Howrah,2 BHK,750.0,2.0,36.0,2,4800.0
Howrah,3 BHK,1555.0,3.0,75.17,3,4834.083601286174
Howrah,3 BHK,1600.0,2.0,75.0,3,4687.5
Howrah,2 BHK,995.0,2.0,34.82,2,3499.497487437186
Howrah,3 Bedroom,3800.0,2.0,130.0,3,3421.0526315789475
Hussainpur,3 BHK,1670.0,3.0,99.0,3,5928.143712574851
Hussainpur,2 BHK,980.0,2.0,69.0,2,7040.816326530612
Hussainpur,3 BHK,1485.0,3.0,65.0,3,4377.104377104377
Hussainpur,2 Bedroom,650.0,2.0,28.0,2,4307.692307692308
Hussainpur,3 BHK,1610.0,2.0,111.0,3,6894.409937888198
Hussainpur,2 BHK,850.0,2.0,37.93,2,4462.35294117647
Hussainpur,2 BHK,883.0,2.0,40.0,2,4530.011325028313
Hussainpur,3 BHK,1375.0,2.0,85.0,3,6181.818181818182
Hussainpur,4 Bedroom,2168.0,4.0,95.0,4,4381.918819188192
Hussainpur,3 BHK,1550.0,2.0,65.0,3,4193.548387096775
Hussainpur,2 Bedroom,1200.0,2.0,66.0,2,5500.0
Hussainpur,2 BHK,1255.0,2.0,57.5,2,4581.673306772908
Hussainpur,2 BHK,1200.0,2.0,49.5,2,4125.0
Hussainpur,2 BHK,935.0,2.0,45.0,2,4812.834224598931
Hussainpur,2 BHK,1232.0,2.0,69.61,2,5650.162337662337
Hussainpur,2 BHK,965.0,2.0,45.0,2,4663.21243523316
Hussainpur,3 BHK,1306.0,2.0,58.0,3,4441.04134762634
Hussainpur,2 BHK,1225.0,2.0,67.38,2,5500.408163265306
Hussainpur,3 BHK,1777.0,3.0,100.0,3,5627.462014631401
Hussainpur,3 BHK,1900.0,3.0,108.0,3,5684.210526315789
Hussainpur,3 BHK,1576.0,3.0,59.1,3,3750.0
Hussainpur,2 BHK,1100.0,2.0,55.0,2,5000.0
Hussainpur,3 BHK,1521.0,3.0,94.71,3,6226.824457593689
Hussainpur,2 BHK,1134.0,2.0,40.0,2,3527.336860670194
Hussainpur,2 BHK,1400.0,2.0,68.0,2,4857.142857142857
Hussainpur,3 BHK,1605.0,2.0,85.0,3,5295.95015576324
International Airport,2 BHK,900.0,2.0,41.0,2,4555.555555555556
International Airport,1 BHK,502.0,1.0,25.0,1,4980.0796812749
International Airport,2 BHK,1226.0,2.0,52.71,2,4299.347471451876
International Airport,2 BHK,950.0,2.0,39.0,2,4105.263157894737
International Airport,3 Bedroom,1200.0,3.0,67.0,3,5583.333333333333
International Airport,2 BHK,1095.0,2.0,38.33,2,3500.4566210045664
International Airport,2 BHK,970.0,2.0,35.0,2,3608.2474226804125
International Airport,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
International Airport,2 BHK,1123.0,2.0,64.0,2,5699.020480854853
International Airport,3 BHK,1100.0,2.0,53.0,3,4818.181818181818
International Airport,2 BHK,1255.0,2.0,55.5,2,4422.310756972111
International Airport,3 BHK,1597.0,3.0,67.12,3,4202.880400751409
International Airport,3 BHK,1300.0,3.0,64.0,3,4923.076923076923
International Airport,1 Bedroom,1200.0,1.0,69.0,1,5750.0
International Airport,2 BHK,1260.0,2.0,35.0,2,2777.777777777778
International Airport,3 BHK,2099.0,3.0,95.0,3,4525.964745116722
International Airport,2 BHK,1238.0,2.0,67.32,2,5437.802907915992
International Airport,2 BHK,814.0,2.0,42.0,2,5159.7051597051595
Jadavpur,2 BHK,1080.0,2.0,54.0,2,5000.0
Jadavpur,2 BHK,985.0,2.0,63.0,2,6395.9390862944165
Jadavpur,2 Bedroom,1000.0,2.0,80.0,2,8000.0
Jadavpur,3 BHK,1500.0,2.0,97.0,3,6466.666666666667
Jadavpur,3 BHK,1600.0,3.0,104.0,3,6500.0
Jadavpur,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
Jessore Road,3 BHK,1105.0,2.0,35.0,3,3167.420814479638
Jessore Road,1 BHK,606.0,1.0,40.0,1,6600.660066006601
Jessore Road,4 Bedroom,1200.0,4.0,110.0,4,9166.666666666666
Jessore Road,3 BHK,1495.0,2.0,75.0,3,5016.722408026756
Jessore Road,3 BHK,1470.0,3.0,50.0,3,3401.360544217687
Jessore Road,3 BHK,1200.0,2.0,75.0,3,6250.0
Jessore Road,2 BHK,985.0,2.0,55.0,2,5583.756345177665
Jessore Road,2 BHK,1100.0,2.0,57.0,2,5181.818181818182
Jessore Road,3 BHK,2384.0,4.0,165.0,3,6921.140939597315
Jessore Road,2 Bedroom,900.0,2.0,55.0,2,6111.111111111111
Jessore Road,2 BHK,1090.0,2.0,45.0,2,4128.440366972477
Jessore Road,3 BHK,1300.0,2.0,52.0,3,4000.0
Jessore Road,2 BHK,1125.0,2.0,32.5,2,2888.8888888888887
Jessore Road,3 BHK,1480.0,2.0,58.0,3,3918.9189189189187
Jessore Road,2 BHK,1260.0,2.0,59.2,2,4698.412698412699
Jessore Road,3 BHK,1595.0,3.0,110.0,3,6896.551724137931
Jodhpur Park,3 BHK,1695.0,3.0,90.0,3,5309.734513274337
Jodhpur Park,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
Jodhpur Park,2 BHK,1175.0,2.0,47.0,2,4000.0
Jodhpur Park,3 BHK,1378.0,2.0,42.33,3,3071.843251088534
Jodhpur Park,2 BHK,1277.0,2.0,61.3,2,4800.313234142522
Jodhpur Park,1 BHK,730.0,1.0,35.0,1,4794.520547945205
Jodhpur Park,4 BHK,2940.0,6.0,280.0,4,9523.809523809523
Jodhpur Park,4 Bedroom,7500.0,4.0,900.0,4,12000.0
Jodhpur Park,3 BHK,1825.0,3.0,126.0,3,6904.109589041096
Jodhpur Park,2 BHK,1308.0,2.0,83.0,2,6345.565749235474
Jodhpur Park,3 BHK,1515.0,2.0,79.0,3,5214.521452145214
Jodhpur Park,4 BHK,2849.0,5.0,250.0,4,8775.008775008775
Joka,2 BHK,1170.0,2.0,38.0,2,3247.863247863248
Joka,3 BHK,1250.0,3.0,56.0,3,4480.0
Joka,7 BHK,4000.0,7.0,225.0,7,5625.0
Joka,3 BHK,1828.0,3.0,110.0,3,6017.505470459519
Joka,2 BHK,890.0,2.0,35.0,2,3932.5842696629215
Joka,3 BHK,1612.0,3.0,46.74,3,2899.5037220843674
Joka,3 BHK,1710.0,4.0,91.31,3,5339.766081871345
Joka,2 BHK,957.0,2.0,58.0,2,6060.606060606061
Joka,3 BHK,1250.0,2.0,44.0,3,3520.0
Joka,3 BHK,2795.0,4.0,235.0,3,8407.871198568873
Joka,2 BHK,1125.0,2.0,50.0,2,4444.444444444444
Joka,2 BHK,1020.0,2.0,30.6,2,3000.0
Joka,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Joka,1 RK,510.0,1.0,25.25,1,4950.980392156863
Joka,2 BHK,1160.0,2.0,44.08,2,3800.0
Joka,3 BHK,1650.0,3.0,110.0,3,6666.666666666667
Joka,2 BHK,980.0,2.0,37.0,2,3775.5102040816328
Joka,3 BHK,1360.0,2.0,54.39,3,3999.264705882353
Joka,2 Bedroom,1050.0,2.0,110.0,2,10476.190476190477
Joka,1 BHK,600.0,1.0,28.0,1,4666.666666666667
Joka,3 BHK,1767.0,3.0,98.0,3,5546.1233729485
Joka,3 BHK,1533.0,3.0,85.0,3,5544.683626875408
Joka,2 BHK,1135.0,2.0,55.0,2,4845.814977973569
Joka,2 BHK,1351.0,2.0,70.0,2,5181.347150259067
Joka,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Joka,3 BHK,3900.0,3.0,300.0,3,7692.307692307692
Joka,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Joka,2 BHK,1276.0,2.0,45.0,2,3526.6457680250783
Joka,3 BHK,1900.0,3.0,150.0,3,7894.736842105263
Joka,4 Bedroom,1749.0,4.0,90.0,4,5145.797598627787
Joka,3 BHK,1733.0,2.0,85.0,3,4904.789382573572
Joka,3 BHK,1221.0,3.0,72.0,3,5896.805896805897
Kaikhali,2 BHK,1125.0,2.0,62.0,2,5511.111111111111
Kaikhali,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Kaikhali,3 BHK,1760.0,2.0,130.0,3,7386.363636363636
Kaikhali,3 BHK,1800.0,3.0,110.0,3,6111.111111111111
Kaikhali,2 BHK,1070.0,2.0,54.0,2,5046.728971962617
Kaikhali,3 BHK,1430.0,2.0,65.0,3,4545.454545454545
Kaikhali,2 BHK,1260.0,2.0,45.0,2,3571.4285714285716
Kaikhali,3 BHK,2060.0,3.0,140.0,3,6796.116504854369
Kaikhali,2 BHK,1200.0,2.0,85.0,2,7083.333333333333
Kaikhali,2 Bedroom,2400.0,2.0,160.0,2,6666.666666666667
Kaikhali,2 BHK,1104.0,2.0,39.0,2,3532.608695652174
Kaikhali,2 BHK,1037.0,2.0,36.28,2,3498.553519768563
Kaikhali,2 BHK,1200.0,2.0,75.0,2,6250.0
Kaikhali,3 BHK,1410.0,2.0,50.06,3,3550.354609929078
Kaikhali,4 BHK,2928.0,4.0,198.0,4,6762.295081967213
Kaikhali,3 BHK,2182.0,3.0,72.04,3,3301.5582034830436
Kaikhali,2 BHK,1062.0,2.0,42.47,2,3999.0583804143125
Kaikhali,2 BHK,1190.0,2.0,50.0,2,4201.680672268908
Kaikhali,2 BHK,900.0,2.0,45.0,2,5000.0
Kaikhali,2 BHK,1418.0,2.0,105.0,2,7404.795486600846
Kaikhali,3 BHK,1280.0,2.0,45.0,3,3515.625
Kaikhali,1 BHK,500.0,1.0,31.0,1,6200.0
Kaikhali,2 BHK,1216.0,2.0,73.0,2,6003.289473684211
Kaikhali,2 BHK,1300.0,2.0,98.0,2,7538.461538461538
Kaikhali,2 BHK,1390.0,2.0,65.0,2,4676.258992805755
Kaikhali,2 BHK,1390.0,2.0,65.31,2,4698.561151079137
Kaikhali,3 BHK,1310.0,2.0,68.0,3,5190.839694656489
Kaikhali,2 BHK,1000.0,2.0,53.0,2,5300.0
Kaikhali,3 BHK,1752.0,3.0,105.0,3,5993.1506849315065
Kalighat,2 BHK,1206.0,2.0,48.23,2,3999.1708126036483
Kalighat,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
Kalighat,2 BHK,1438.0,2.0,100.0,2,6954.102920723227
Kalighat,3 BHK,1350.0,3.0,77.0,3,5703.7037037037035
Kalighat,2 BHK,1355.0,2.0,115.0,2,8487.084870848708
Kalighat,1 Bedroom,600.0,1.0,50.0,1,8333.333333333334
Kalighat,3 BHK,1640.0,2.0,120.0,3,7317.073170731707
Kalighat,2 BHK,1019.0,2.0,49.85,2,4892.051030421982
Kalighat,2 BHK,805.0,2.0,35.0,2,4347.826086956522
Kalighat,2 BHK,1170.0,2.0,38.0,2,3247.863247863248
Kalighat,2 BHK,1020.0,2.0,39.0,2,3823.529411764706
Kalighat,2 BHK,1155.0,2.0,40.42,2,3499.5670995670994
Kalighat,2 BHK,1240.0,2.0,52.6,2,4241.935483870968
Kalighat,3 BHK,1730.0,3.0,120.0,3,6936.416184971098
Kalighat,2 Bedroom,650.0,2.0,59.0,2,9076.923076923076
Kalighat,2 BHK,1235.0,2.0,65.0,2,5263.1578947368425
Kalighat,3 BHK,1650.0,3.0,111.0,3,6727.272727272727
Kalighat,2 BHK,1300.0,2.0,82.0,2,6307.692307692308
Kalighat,3 BHK,1075.0,2.0,52.0,3,4837.209302325581
Kamalgazi,2 BHK,1200.0,2.0,75.0,2,6250.0
Kamalgazi,2 BHK,1197.0,2.0,50.0,2,4177.109440267335
Kamalgazi,2 BHK,1078.0,2.0,45.0,2,4174.397031539888
Kamalgazi,2 Bedroom,800.0,1.0,50.0,2,6250.0
Kamalgazi,3 BHK,1515.0,3.0,65.0,3,4290.42904290429
Kamalgazi,3 BHK,1200.0,2.0,65.0,3,5416.666666666667
Kamalgazi,3 BHK,2113.0,3.0,155.0,3,7335.541883577851
Kamalgazi,2 BHK,1299.0,2.0,85.0,2,6543.4949961508855
Kankurgachi,3 BHK,1683.0,3.0,109.0,3,6476.5300059417705
Kankurgachi,2 BHK,775.0,2.0,55.0,2,7096.774193548387
Kankurgachi,2 BHK,1239.0,2.0,82.0,2,6618.240516545601
Kankurgachi,2 BHK,1365.0,2.0,92.0,2,6739.92673992674
Kankurgachi,2 BHK,955.0,1.0,34.01,2,3561.256544502618
Kankurgachi,3 BHK,1750.0,3.0,100.0,3,5714.285714285715
Kankurgachi,3 BHK,1500.0,3.0,70.0,3,4666.666666666667
Kankurgachi,2 BHK,1050.0,2.0,53.5,2,5095.238095238095
Kankurgachi,2 BHK,1505.0,2.0,90.0,2,5980.066445182724
Kankurgachi,3 BHK,1880.0,3.0,94.36,3,5019.148936170212
Kankurgachi,3 Bedroom,1200.0,3.0,72.0,3,6000.0
Kankurgachi,4 Bedroom,1550.0,4.0,120.0,4,7741.935483870968
Kankurgachi,2 BHK,861.0,2.0,36.5,2,4239.256678281068
Kankurgachi,2 BHK,1047.0,2.0,82.62,2,7891.117478510028
Kasba,3 BHK,1540.0,3.0,90.0,3,5844.1558441558445
Kasba,3 BHK,1800.0,3.0,120.0,3,6666.666666666667
Kasba,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
Kasba,3 BHK,1400.0,2.0,77.0,3,5500.0
Kasba,2 BHK,1185.0,2.0,42.6,2,3594.9367088607596
Kasba,2 BHK,1056.0,2.0,61.0,2,5776.515151515152
Kasba,2 BHK,1100.0,2.0,46.0,2,4181.818181818182
Kasba,2 BHK,920.0,2.0,40.0,2,4347.826086956522
Kasba,2 BHK,1157.0,2.0,84.0,2,7260.155574762316
Kasba,4 BHK,2830.0,3.0,195.0,4,6890.459363957597
Kasba,2 BHK,1040.0,2.0,39.52,2,3800.0000000000005
Kasba,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
Kasba,2 BHK,1070.0,2.0,42.79,2,3999.0654205607475
Kasba,3 BHK,1897.0,3.0,130.0,3,6852.925672113864
Kasba,2 BHK,1005.0,2.0,55.78,2,5550.248756218905
Kasba,2 BHK,1174.0,2.0,69.0,2,5877.342419080068
Kasba,3 Bedroom,1200.0,3.0,56.12,3,4676.666666666667
Kasba,2 BHK,1141.0,2.0,62.0,2,5433.829973707274
Kasba,1 BHK,400.0,1.0,12.0,1,3000.0
Kasba,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
Kasba,1 BHK,700.0,1.0,38.0,1,5428.571428571428
Kasba,2 BHK,1170.0,2.0,62.5,2,5341.880341880342
Kasba,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
Kasba,2 BHK,1185.0,2.0,42.1,2,3552.7426160337554
Kasba,2 BHK,1105.0,2.0,65.0,2,5882.35294117647
Kasba,1 BHK,440.0,1.0,16.5,1,3750.0
Kasba,2 BHK,1090.0,2.0,32.69,2,2999.0825688073396
Kasba,2 Bedroom,3040.0,1.0,180.0,2,5921.0526315789475
Kasba,3 BHK,1330.0,2.0,46.55,3,3500.0
Kasba,2 BHK,1410.0,2.0,67.0,2,4751.77304964539
Kasba,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
Kasba,2 BHK,1254.0,2.0,53.0,2,4226.475279106858
Kasba,2 BHK,1000.0,2.0,50.0,2,5000.0
Kasba,2 BHK,916.0,2.0,42.0,2,4585.152838427947
Kasba,1 BHK,688.0,1.0,50.0,1,7267.441860465116
Kasba,4 BHK,3584.0,4.0,199.0,4,5552.455357142857
Kasba,2 BHK,1215.0,2.0,110.0,2,9053.497942386832
Kasba,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
Kasba,2 BHK,1520.0,2.0,62.0,2,4078.9473684210525
Kasba,3 BHK,1340.0,2.0,53.6,3,4000.0
Kasba,3 BHK,1525.0,2.0,48.0,3,3147.5409836065573
Kasba,2 BHK,1036.0,2.0,39.35,2,3798.262548262548
Kasba,3 BHK,1075.0,2.0,36.0,3,3348.8372093023254
Kasba,2 BHK,1170.0,2.0,105.0,2,8974.358974358975
Kasba,3 BHK,1550.0,3.0,78.0,3,5032.258064516129
Kasba,3 BHK,1380.0,2.0,52.0,3,3768.1159420289855
Kasba,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
Kasba,2 BHK,1279.0,2.0,48.0,2,3752.9319781078966
Kasba,3 BHK,1150.0,2.0,75.0,3,6521.739130434783
Kasba,3 BHK,1991.0,3.0,160.0,3,8036.162732295329
Kasba,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
Kasba,3 BHK,1750.0,3.0,130.0,3,7428.571428571428
Kasba,1 BHK,910.0,1.0,42.0,1,4615.384615384615
Kasba,2 BHK,1175.0,2.0,47.0,2,4000.0
Kasba,2 BHK,1365.0,2.0,122.0,2,8937.728937728938
Kasba,2 BHK,963.0,2.0,40.0,2,4153.686396677051
Kasba,5 Bedroom,2400.0,5.0,120.0,5,5000.0
Kasba,3 BHK,1530.0,3.0,51.77,3,3383.6601307189544
Kasba,3 BHK,1591.0,3.0,115.0,3,7228.158390949088
Kasba,4 BHK,3262.0,5.0,205.0,4,6284.488044144697
Kasba,3 BHK,2000.0,3.0,85.0,3,4250.0
Kasba,4 BHK,5000.0,4.0,375.0,4,7500.0
Kasba,2 BHK,1000.0,2.0,30.0,2,3000.0
Kasba,2 BHK,1000.0,2.0,78.0,2,7800.0
Kasba,1 BHK,416.0,1.0,19.5,1,4687.5
Kasba,4 Bedroom,1680.0,3.0,135.0,4,8035.714285714285
Kasba,3 BHK,1508.0,3.0,75.0,3,4973.474801061008
Kasba,2 BHK,1275.0,2.0,87.0,2,6823.529411764706
Kasba,2 BHK,1194.0,2.0,71.64,2,6000.0
Kasba,3 Bedroom,1365.0,3.0,99.0,3,7252.747252747253
Kasba,3 BHK,1500.0,3.0,125.0,3,8333.333333333334
Kasba,2 BHK,1100.0,2.0,55.0,2,5000.0
Kasba,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Kasba,2 BHK,1405.0,2.0,50.58,2,3600.0
Kasba,2 BHK,900.0,2.0,27.0,2,3000.0
Kasba,2 BHK,1464.0,2.0,56.0,2,3825.136612021858
Kasba,2 BHK,1281.0,2.0,87.0,2,6791.569086651054
Kasba,3 BHK,1594.0,3.0,99.0,3,6210.790464240903
Keshtopur,4 Bedroom,2600.0,5.0,120.0,4,4615.384615384615
Keshtopur,3 BHK,1755.0,3.0,122.0,3,6951.5669515669515
Keshtopur,2 BHK,1060.0,2.0,58.06,2,5477.358490566037
Keshtopur,4 BHK,5611.5,4.0,477.0,4,8500.400962309543
Keshtopur,4 BHK,2650.0,4.0,150.0,4,5660.377358490566
Keshtopur,2 BHK,1251.0,2.0,47.0,2,3756.994404476419
Keshtopur,2 BHK,1028.0,2.0,45.5,2,4426.070038910506
Keshtopur,2 BHK,1222.0,2.0,45.0,2,3682.4877250409168
Keshtopur,3 BHK,1170.0,2.0,66.0,3,5641.025641025641
Keshtopur,2 BHK,1372.0,2.0,68.0,2,4956.268221574344
Keshtopur,3 BHK,1282.0,2.0,49.0,3,3822.1528861154447
Keshtopur,9 BHK,5000.0,9.0,210.0,9,4200.0
Keshtopur,2 BHK,1135.0,2.0,39.73,2,3500.440528634361
Keshtopur,2 BHK,1179.0,2.0,66.02,2,5599.660729431722
Keshtopur,3 BHK,1615.0,3.0,59.76,3,3700.30959752322
Keshtopur,4 BHK,1950.0,4.0,130.0,4,6666.666666666667
Keshtopur,3 BHK,1740.0,2.0,95.0,3,5459.770114942528
Keshtopur,3 BHK,1360.0,2.0,71.0,3,5220.588235294118
Keshtopur,2 BHK,1480.0,2.0,65.0,2,4391.891891891892
Keshtopur,3 BHK,1897.0,3.0,120.0,3,6325.77754348972
Keshtopur,3 BHK,1500.0,2.0,98.0,3,6533.333333333333
Keshtopur,3 BHK,1453.0,2.0,46.48,3,3198.8988300068822
Keshtopur,2 BHK,971.5,2.0,36.435,2,3750.386001029336
Keshtopur,2 BHK,1281.0,2.0,74.0,2,5776.736924277908
Keshtopur,2 BHK,1024.0,2.0,42.0,2,4101.5625
Keshtopur,3 BHK,1620.0,3.0,62.0,3,3827.1604938271603
Keshtopur,2 BHK,1254.0,2.0,40.0,2,3189.792663476874
Keshtopur,2 BHK,1233.0,2.0,43.0,2,3487.42903487429
Keshtopur,3 BHK,1510.0,2.0,105.0,3,6953.64238410596
Keshtopur,2 BHK,950.0,2.0,65.0,2,6842.105263157895
Keshtopur,3 BHK,1945.0,3.0,97.42,3,5008.740359897172
Keshtopur,3 BHK,1265.0,2.0,79.0,3,6245.059288537549
Keshtopur,3 BHK,1255.0,2.0,77.68,3,6189.641434262949
Keshtopur,4 BHK,2689.0,6.0,220.0,4,8181.480104127929
Keshtopur,2 BHK,1200.0,2.0,46.17,2,3847.5
Keshtopur,3 BHK,1535.0,3.0,85.0,3,5537.459283387622
Keshtopur,3 Bedroom,1500.0,3.0,100.0,3,6666.666666666667
Keshtopur,3 BHK,1475.0,2.0,120.0,3,8135.593220338983
Keshtopur,3 BHK,1390.0,2.0,60.47,3,4350.359712230216
Keshtopur,3 BHK,1278.0,2.0,53.76,3,4206.572769953052
Keshtopur,2 BHK,1133.0,2.0,55.0,2,4854.368932038835
Keshtopur,5 Bedroom,2900.0,5.0,90.0,5,3103.448275862069
Keshtopur,2 BHK,1170.0,2.0,51.99,2,4443.589743589743
Keshtopur,3 BHK,1697.0,3.0,94.79,3,5585.739540365351
Keshtopur,3 BHK,1651.0,3.0,97.38,3,5898.24348879467
Keshtopur,3 BHK,1192.0,2.0,60.0,3,5033.557046979866
Keshtopur,2 BHK,1078.0,2.0,65.0,2,6029.684601113173
Keshtopur,2 BHK,1349.0,2.0,78.0,2,5782.060785767235
